fid,tid,t_url,t_heading,num_replies,num_views,starter_uid,starter_namelast_post_date
160,2147521498,/discussion.aspx?g=posts&t=2147521498,Best Practices - What I Have Learned From Kate Swaffer & Others,4,9548,2147558081,The_Sun_Still_Rises,"Monday, October 28, 2019 4:05 PM "
160,2147549516,/discussion.aspx?g=posts&t=2147549516,Early Stage support group,1,2151,2147674364,Sadder than ever,"Saturday, October 26, 2019 11:23 AM "
160,2147549282,/discussion.aspx?g=posts&t=2147549282,Fantastic article.,0,2154,2147483942,Michael Ellenbogen,"Saturday, October 12, 2019 6:04 AM "
160,2147548716,/discussion.aspx?g=posts&t=2147548716,Getting family to understand,8,3098,2147720551,Merry54,"Monday, October 7, 2019 10:00 PM "
160,2147549169,/discussion.aspx?g=posts&t=2147549169,Will you sign the petition,0,2175,2147483942,Michael Ellenbogen,"Thursday, October 3, 2019 9:30 AM "
160,2147549156,/discussion.aspx?g=posts&t=2147549156,Alzheimer's Helpline Expanding Hours to Help Caregivers,3,2028,2147483942,Michael Ellenbogen,"Thursday, October 3, 2019 8:21 AM "
160,2147549133,/discussion.aspx?g=posts&t=2147549133,I sure hope you are all one,0,2135,2147483942,Michael Ellenbogen,"Tuesday, October 1, 2019 6:38 AM "
160,2147549102,/discussion.aspx?g=posts&t=2147549102,This may actually work for spam/scam calls,1,2224,2147483942,Michael Ellenbogen,"Friday, September 27, 2019 10:02 AM "
160,2147548986,/discussion.aspx?g=posts&t=2147548986,HOW TO GET UP OFF THE FLOOR IF YOU FALL,0,2127,2147484236,Jo C.,"Thursday, September 19, 2019 8:56 AM "
160,2147548897,/discussion.aspx?g=posts&t=2147548897,Hope,0,2108,2147483942,Michael Ellenbogen,"Friday, September 13, 2019 9:31 AM "
160,2147548522,/discussion.aspx?g=posts&t=2147548522,IS THERE ANYONE WITH A COMBINATION OF DISEASE?,0,2415,2147703132,Carls,"Monday, August 19, 2019 7:49 AM "
160,2147548354,/discussion.aspx?g=posts&t=2147548354,I would advise you go to this if you can.,0,2540,2147483942,Michael Ellenbogen,"Friday, August 9, 2019 10:11 AM "
160,2147548207,/discussion.aspx?g=posts&t=2147548207,hello how are you,1,2577,2147636497,gm gypsie,"Tuesday, July 30, 2019 6:30 AM "
160,2147548140,/discussion.aspx?g=posts&t=2147548140,I was just wondering how many folks her actually look at my site.,0,2425,2147483942,Michael Ellenbogen,"Friday, July 26, 2019 6:56 AM "
160,2147547755,/discussion.aspx?g=posts&t=2147547755,Strange reaction from friends when I tell them of my diagnosis,9,3017,2147703495,Shayjayoh,"Thursday, July 25, 2019 10:20 PM "
160,2147548085,/discussion.aspx?g=posts&t=2147548085,FYI,1,2214,2147483942,Michael Ellenbogen,"Monday, July 22, 2019 11:37 AM "
160,2147545277,/discussion.aspx?g=posts&t=2147545277,Insight as to why showers cause anxiety?,20,5083,2147661839,LicketyGlitz,"Sunday, July 21, 2019 7:03 PM "
160,2147546628,/discussion.aspx?g=posts&t=2147546628,Alzheimer’s & Seizures,4,3038,2147694420,EHC,"Friday, July 19, 2019 5:30 PM "
160,2147548048,/discussion.aspx?g=posts&t=2147548048,LEAD Coalition Members,0,2149,2147483942,Michael Ellenbogen,"Friday, July 19, 2019 2:00 PM "
160,2147548017,/discussion.aspx?g=posts&t=2147548017,Great link for Alzheimer's Disease Research Centers,0,2250,2147483942,Michael Ellenbogen,"Wednesday, July 17, 2019 7:44 AM "
160,2147547924,/discussion.aspx?g=posts&t=2147547924,Dementia Care Partner Talk Show Podcast,0,2632,2147483942,Michael Ellenbogen,"Wednesday, July 10, 2019 11:19 AM "
160,2147546096,/discussion.aspx?g=posts&t=2147546096,Any available tips on living with dementia?,1,3279,2147702895,Vik,"Tuesday, July 9, 2019 5:46 PM "
160,2147547897,/discussion.aspx?g=posts&t=2147547897,Dementia Travel Survey Please help spreading the word,0,2345,2147483942,Michael Ellenbogen,"Tuesday, July 9, 2019 6:49 AM "
160,2147546127,/discussion.aspx?g=posts&t=2147546127,Lack of Motivation with Dementia?,20,4284,2147702895,Vik,"Tuesday, July 9, 2019 12:38 AM "
160,2147547713,/discussion.aspx?g=posts&t=2147547713,Some questions I hope you can answer,1,2469,2147714018,ebet,"Thursday, July 4, 2019 7:24 PM "
160,2147542300,/discussion.aspx?g=posts&t=2147542300,Any possibilities against FTD available?,4,6085,2147680049,surfingjoe,"Friday, June 28, 2019 11:23 AM "
160,2147547387,/discussion.aspx?g=posts&t=2147547387,I could use all of your help!,1,2735,2147483942,Michael Ellenbogen,"Thursday, June 27, 2019 5:20 AM "
160,2147547109,/discussion.aspx?g=posts&t=2147547109,What would YOU want?,3,3872,2147706753,1stressedlady,"Tuesday, May 28, 2019 10:05 AM "
160,2147546637,/discussion.aspx?g=posts&t=2147546637,Los Angeles CA area members(1),5,2745,2147484334,Iris L.,"Tuesday, May 7, 2019 8:45 AM "
160,2147545774,/discussion.aspx?g=posts&t=2147545774,The most important thing,32,4413,2147484334,Iris L.,"Tuesday, May 7, 2019 8:41 AM "
160,2147545313,/discussion.aspx?g=posts&t=2147545313,Chat with Rip about Living with Early AD,20,4221,2147698831,VC Cindy,"Tuesday, May 7, 2019 8:41 AM "
160,2147540214,/discussion.aspx?g=posts&t=2147540214,new AD caregiver seeks advice,1,5701,2147667712,southernmaiden,"Tuesday, May 7, 2019 8:41 AM "
160,2147531366,/discussion.aspx?g=posts&t=2147531366,Moody & Agressive Behaviors,14,14631,2147558081,The_Sun_Still_Rises,"Tuesday, May 7, 2019 8:41 AM "
160,2147532433,/discussion.aspx?g=posts&t=2147532433,Behavior Changes,25,15314,2147608785,obrien4j,"Tuesday, May 7, 2019 8:31 AM "
160,2147546594,/discussion.aspx?g=posts&t=2147546594,Help with adult children,4,2671,2147707318,Tconn,"Saturday, April 13, 2019 2:12 PM "
160,2147546379,/discussion.aspx?g=posts&t=2147546379,Los Angeles CA area members,3,2669,2147484334,Iris L.,"Saturday, April 6, 2019 6:32 PM "
160,2147546411,/discussion.aspx?g=posts&t=2147546411,Need more posts in this category!,3,2690,2147702895,Vik,"Friday, April 5, 2019 10:33 AM "
160,2147546465,/discussion.aspx?g=posts&t=2147546465,Song written by son about his mom with dementia,0,2348,2147702895,Vik,"Thursday, April 4, 2019 5:10 AM "
160,2147546402,/discussion.aspx?g=posts&t=2147546402,Planning for the future,11,2794,2147637731,pabrocjb,"Monday, April 1, 2019 1:54 PM "
160,2147545884,/discussion.aspx?g=posts&t=2147545884,attention Deficient Disorder,5,3249,2147668212,abbie81,"Sunday, February 24, 2019 11:44 PM "
160,2147545564,/discussion.aspx?g=posts&t=2147545564,Being a Dementia Pioneer in 2019,7,2820,2147484334,Iris L.,"Saturday, February 16, 2019 11:24 PM "
160,2147544102,/discussion.aspx?g=posts&t=2147544102,Cancelling social commitments,11,4095,2147676592,FredBelanger,"Wednesday, February 13, 2019 8:41 PM "
160,2147545589,/discussion.aspx?g=posts&t=2147545589,Diagnosis Alzheimers but could it be Parkinsons?,3,2656,2147679753,MFournier,"Tuesday, February 12, 2019 7:56 PM "
160,2147544960,/discussion.aspx?g=posts&t=2147544960,Frequent Senior Moments Concern,11,3167,2147696191,RetiredGeek,"Thursday, January 24, 2019 9:00 PM "
160,2147542479,/discussion.aspx?g=posts&t=2147542479,Concealed Handgun permit & firearms,8,4514,2147679825,Navy1911,"Monday, January 21, 2019 3:26 PM "
160,2147543338,/discussion.aspx?g=posts&t=2147543338,Need recommendations for neurologists in South Florida,4,3693,2147685660,Zebra711,"Saturday, January 5, 2019 6:32 PM "
160,2147537441,/discussion.aspx?g=posts&t=2147537441,My mom stopped bathing,15,10047,2147651318,Roe224,"Tuesday, January 1, 2019 11:08 PM "
160,2147544505,/discussion.aspx?g=posts&t=2147544505,THANKSGIVING,0,2979,2147484236,Jo C.,"Tuesday, November 20, 2018 5:04 PM "
160,2147538860,/discussion.aspx?g=posts&t=2147538860,Mild Cognitive Impairment,20,9275,2147555964,Sidfae,"Thursday, November 15, 2018 10:16 AM "
160,2147542822,/discussion.aspx?g=posts&t=2147542822,Loosing friends due to diagnosis,9,4920,2147527415,Joan's daughter,"Saturday, November 3, 2018 5:19 PM "
160,2147542441,/discussion.aspx?g=posts&t=2147542441,Newley diagnosed,20,5808,2147679825,Navy1911,"Tuesday, October 9, 2018 5:59 AM "
160,2147542820,/discussion.aspx?g=posts&t=2147542820,Hi to Iris,3,3861,2147633899,MissCory,"Friday, August 10, 2018 6:44 AM "
160,2147542717,/discussion.aspx?g=posts&t=2147542717,Explaining No-one Else Being In House to my dad / making my sister understand 1our dad can't help his actions,4,4282,2147682440,BeckG,"Monday, July 30, 2018 6:40 PM "
160,2147542530,/discussion.aspx?g=posts&t=2147542530,Mimi S.,1,4205,2147651263,Horse Lover,"Tuesday, July 17, 2018 7:19 AM "
160,2147542326,/discussion.aspx?g=posts&t=2147542326,READ THIS BOOK,5,4637,2147677764,breseden,"Saturday, July 7, 2018 6:33 PM "
160,2147541508,/discussion.aspx?g=posts&t=2147541508,How long will I live?,6,5507,2147675392,Fish and fishing,"Tuesday, July 3, 2018 9:52 PM "
160,2147537521,/discussion.aspx?g=posts&t=2147537521,Newly diagnosed,33,11734,2147651263,Horse Lover,"Friday, June 22, 2018 6:52 PM "
160,2147541687,/discussion.aspx?g=posts&t=2147541687,New to all of this,4,5356,2147668212,abbie81,"Thursday, June 7, 2018 9:44 AM "
160,2147538891,/discussion.aspx?g=posts&t=2147538891,Always wondered how it starts..,5,7435,2147660153,Mr62Buick,"Thursday, June 7, 2018 12:43 AM "
160,2147537721,/discussion.aspx?g=posts&t=2147537721,Alzheimer's amd Agent Orange,2,7706,2147625979,mswgator,"Friday, May 25, 2018 10:39 AM "
160,2147541461,/discussion.aspx?g=posts&t=2147541461,"I use to be in Alz board a few years ago, now I'm getting my sister set up to receive support!",7,4365,2147675021,Mo42,"Tuesday, May 22, 2018 3:22 PM "
160,2147541128,/discussion.aspx?g=posts&t=2147541128,GIving Voice Chorus - LOs & CGs,3,5450,2147517111,Agent 99,"Thursday, May 3, 2018 6:39 PM "
160,2147533387,/discussion.aspx?g=posts&t=2147533387,"New Members, please join us on the Younger Onset board",16,12044,2147484334,Iris L.,"Tuesday, May 1, 2018 12:54 PM "
160,2147540919,/discussion.aspx?g=posts&t=2147540919,"Do you live near Huntington Beach, Orange County, CA?",0,4633,2147484334,Iris L.,"Saturday, April 21, 2018 2:13 PM "
160,2147540562,/discussion.aspx?g=posts&t=2147540562,I have Pick's Disease,13,5974,2147664392,lollyred,"Friday, April 20, 2018 7:31 AM "
160,2147540662,/discussion.aspx?g=posts&t=2147540662,Useful Device,0,4738,2147645775,JLarkin,"Tuesday, April 10, 2018 11:54 AM "
160,2147538844,/discussion.aspx?g=posts&t=2147538844,Diagnosed with Dementia at age 49,11,8721,2147659929,aeiland,"Friday, March 30, 2018 12:45 AM "
160,2147540156,/discussion.aspx?g=posts&t=2147540156,MEDICARE SENDING OUT NEW ID CARDS WITH NO SOCIAL SECURITY NUMBERS - BEWARE OF SCAMS,0,5123,2147484236,Jo C.,"Monday, March 19, 2018 10:18 AM "
160,2147540085,/discussion.aspx?g=posts&t=2147540085,Memory Stimulating suitcase program,0,5760,2147517111,Agent 99,"Thursday, March 15, 2018 10:21 PM "
160,2147538973,/discussion.aspx?g=posts&t=2147538973,dementia by definition might be wrong,3,6753,2147523148,alz+,"Tuesday, February 27, 2018 7:01 AM "
160,2147539618,/discussion.aspx?g=posts&t=2147539618,Publix 90 day drugs for $7.50,2,5939,2147517111,Agent 99,"Tuesday, February 27, 2018 6:48 AM "
160,2147538999,/discussion.aspx?g=posts&t=2147538999,Statements about Alzheimer's disease that people should not be making,1,6888,2147484272,Lane Simonian,"Monday, February 19, 2018 12:31 AM "
160,2147539203,/discussion.aspx?g=posts&t=2147539203,AFA's National Toll-Free Helpline is Now Open 7 Days a Week!,4,5689,2147483942,Michael Ellenbogen,"Sunday, February 4, 2018 8:34 PM "
160,2147537182,/discussion.aspx?g=posts&t=2147537182,Solving my retirement problems(1),2,8060,2147575757,Larrytherunner,"Sunday, January 14, 2018 11:39 PM "
160,2147536884,/discussion.aspx?g=posts&t=2147536884,Worth a read.,1,8700,2147483918,Mimi S.,"Wednesday, November 29, 2017 10:13 PM "
160,2147534664,/discussion.aspx?g=posts&t=2147534664,How do you deal with this,10,10433,2147634289,Brother J,"Monday, November 20, 2017 10:59 PM "
160,2147531673,/discussion.aspx?g=posts&t=2147531673,Driving & Alzheimer,17,13586,2147617405,edswall,"Monday, November 6, 2017 7:00 AM "
160,2147530253,/discussion.aspx?g=posts&t=2147530253,Can Alzheimer's Be Prevented? on 60 Minutes,6,12862,2147484334,Iris L.,"Tuesday, September 19, 2017 5:48 PM "
160,2147536419,/discussion.aspx?g=posts&t=2147536419,47 yr old male diagnosed with dementia...please help!,2,9214,2147644636,Choice215,"Monday, September 11, 2017 5:10 PM "
160,2147528640,/discussion.aspx?g=posts&t=2147528640,"Diet, inflammation and Alzheimer's",11,15082,2147552511,BethL,"Wednesday, August 30, 2017 6:20 PM "
160,2147535252,/discussion.aspx?g=posts&t=2147535252,Disappointing 1 st visit with university memory clinic,17,10377,2147605198,larry10,"Saturday, August 26, 2017 10:52 AM "
160,2147525973,/discussion.aspx?g=posts&t=2147525973,"Words of encouragement from Kim Campbell, wife of Glen Campbell",4,15647,2147484334,Iris L.,"Tuesday, August 8, 2017 9:14 PM "
160,2147532134,/discussion.aspx?g=posts&t=2147532134,Looking to talk with others who have EO,12,11439,2147619642,ernestina58,"Saturday, July 22, 2017 2:39 AM "
