fid,tid,t_url,t_heading,num_replies,num_views,starter_uid,starter_namelast_post_date
152,2147555140,/discussion.aspx?g=posts&t=2147555140,Moving/Next Steps Advice Requested,1,552,2147755380,CEOofEverything,"Monday, December 28, 2020 1:21 PM "
152,2147555109,/discussion.aspx?g=posts&t=2147555109,I am the first to tell you this disease sucks.,3,522,2147483942,Michael Ellenbogen,"Monday, December 28, 2020 7:30 AM "
152,2147555093,/discussion.aspx?g=posts&t=2147555093,This is from a letter I had shared with friend,3,494,2147483942,Michael Ellenbogen,"Friday, December 25, 2020 8:16 PM "
152,2147555080,/discussion.aspx?g=posts&t=2147555080,Merry Christmas!(1),3,462,2147484334,Iris L.,"Thursday, December 24, 2020 3:22 PM "
152,2147555036,/discussion.aspx?g=posts&t=2147555036,Just checking in...,5,652,2147536600,llee08032,"Sunday, December 20, 2020 1:22 PM "
152,2147538297,/discussion.aspx?g=posts&t=2147538297,CHRISTMAS WISHES FOR ALL - AND A WINTER VERSE,11,3344,2147484236,Jo C.,"Saturday, December 19, 2020 7:39 AM "
152,2147538110,/discussion.aspx?g=posts&t=2147538110,movies,9,3663,2147484074,jfkoc,"Thursday, December 17, 2020 8:01 PM "
152,2147554980,/discussion.aspx?g=posts&t=2147554980,Very early MCI,7,748,2147758477,FmastersonAZ,"Thursday, December 17, 2020 12:26 PM "
152,2147554891,/discussion.aspx?g=posts&t=2147554891,lack of sleep,4,852,2147523148,alz+,"Monday, December 14, 2020 11:30 AM "
152,2147522680,/discussion.aspx?g=posts&t=2147522680,Prostate cancer tx doubles risk for AD,7,2180,2147536600,llee08032,"Saturday, December 12, 2020 6:42 PM "
152,2147554909,/discussion.aspx?g=posts&t=2147554909,Anxiety(1),2,680,2147484334,Iris L.,"Monday, December 7, 2020 1:34 PM "
152,2147554465,/discussion.aspx?g=posts&t=2147554465,Can I live in the past?,6,1226,2147484334,Iris L.,"Sunday, December 6, 2020 7:18 AM "
152,2147554727,/discussion.aspx?g=posts&t=2147554727,Miriam,2,782,2147484074,jfkoc,"Tuesday, December 1, 2020 10:15 AM "
152,2147554835,/discussion.aspx?g=posts&t=2147554835,First blood test to help diagnose Alzheimer's goes on sale,2,638,2147483942,Michael Ellenbogen,"Tuesday, December 1, 2020 10:08 AM "
152,2147554784,/discussion.aspx?g=posts&t=2147554784,For Iris(5),2,757,2147483942,Michael Ellenbogen,"Friday, November 27, 2020 8:27 AM "
152,2147554615,/discussion.aspx?g=posts&t=2147554615,Eli Lilly trial protocol number I5T-MC-AACI,8,912,2147483942,Michael Ellenbogen,"Tuesday, November 24, 2020 4:24 PM "
152,2147554524,/discussion.aspx?g=posts&t=2147554524,The move,6,1059,2147728690,KawKaw,"Thursday, November 19, 2020 1:53 PM "
152,2147554652,/discussion.aspx?g=posts&t=2147554652,Feel free to share this.,6,868,2147483942,Michael Ellenbogen,"Sunday, November 15, 2020 5:03 PM "
152,2147554563,/discussion.aspx?g=posts&t=2147554563,I am on a health committee and would like to see if I can add someone with healthcare experience on it with me.,7,865,2147483942,Michael Ellenbogen,"Wednesday, November 11, 2020 4:52 PM "
152,2147554504,/discussion.aspx?g=posts&t=2147554504,Who is that crazy person?,5,1003,2147483942,Michael Ellenbogen,"Monday, November 9, 2020 8:16 PM "
152,2147554514,/discussion.aspx?g=posts&t=2147554514,People Living with Dementia can attend for free - I think,1,823,2147483942,Michael Ellenbogen,"Friday, November 6, 2020 10:53 AM "
152,2147554391,/discussion.aspx?g=posts&t=2147554391,The 2020 National Alzheimer's Summit,5,834,2147483942,Michael Ellenbogen,"Tuesday, November 3, 2020 1:02 PM "
152,2147554518,/discussion.aspx?g=posts&t=2147554518,"Seeking a friend with Alzheimer's for humor, laughter & understanding",3,660,2147755158,missymoo,"Friday, October 30, 2020 9:32 AM "
152,2147554509,/discussion.aspx?g=posts&t=2147554509,AA online support groups or education,0,694,2147483942,Michael Ellenbogen,"Thursday, October 29, 2020 10:19 AM "
152,2147554257,/discussion.aspx?g=posts&t=2147554257,For those with dementia?,3,977,2147483942,Michael Ellenbogen,"Monday, October 26, 2020 8:26 AM "
152,2147552018,/discussion.aspx?g=posts&t=2147552018,Is it Alzheimer's? I am 42.,11,2947,2147740126,bastet00,"Friday, October 23, 2020 5:30 PM "
152,2147554413,/discussion.aspx?g=posts&t=2147554413,Fun--found my old iPod,1,647,2147728690,KawKaw,"Wednesday, October 21, 2020 12:31 AM "
152,2147554376,/discussion.aspx?g=posts&t=2147554376,Completed my voter ballot,2,652,2147728690,KawKaw,"Tuesday, October 20, 2020 6:46 PM "
152,2147554346,/discussion.aspx?g=posts&t=2147554346,The struggle with out-of-ordinary events,5,789,2147728690,KawKaw,"Saturday, October 17, 2020 6:43 PM "
152,2147554131,/discussion.aspx?g=posts&t=2147554131,Took the leap.  Getting housecleaning help.,15,1236,2147728690,KawKaw,"Saturday, October 10, 2020 10:50 AM "
152,2147554267,/discussion.aspx?g=posts&t=2147554267,Support Group for EOA,1,729,2147753426,AndreeAndree,"Thursday, October 8, 2020 2:40 PM "
152,2147548394,/discussion.aspx?g=posts&t=2147548394,Early onset Alzheimers,25,4240,2147718860,Monti00,"Thursday, October 8, 2020 2:32 PM "
152,2147554026,/discussion.aspx?g=posts&t=2147554026,name your journey,14,1469,2147523148,alz+,"Thursday, October 8, 2020 2:28 PM "
152,2147554233,/discussion.aspx?g=posts&t=2147554233,Exelon patch(1),1,646,2147728690,KawKaw,"Saturday, October 3, 2020 11:42 PM "
152,2147554203,/discussion.aspx?g=posts&t=2147554203,Just another day,0,813,2147728690,KawKaw,"Wednesday, September 30, 2020 4:25 PM "
152,2147554086,/discussion.aspx?g=posts&t=2147554086,Observation on having MCI,3,846,2147728690,KawKaw,"Monday, September 21, 2020 7:38 PM "
152,2147554091,/discussion.aspx?g=posts&t=2147554091,Remembering where I place objects,1,713,2147728690,KawKaw,"Monday, September 21, 2020 7:15 PM "
152,2147554057,/discussion.aspx?g=posts&t=2147554057,Just an update,1,837,2147728690,KawKaw,"Wednesday, September 16, 2020 8:50 PM "
152,2147553916,/discussion.aspx?g=posts&t=2147553916,saying hello too my friends and new people,9,1223,2147523148,alz+,"Monday, September 14, 2020 6:25 PM "
152,2147553202,/discussion.aspx?g=posts&t=2147553202,Strategies for home life-please help,4,2659,2147746419,Mirjoh,"Friday, September 4, 2020 1:12 PM "
152,2147553848,/discussion.aspx?g=posts&t=2147553848,Trouble logging in.,2,1063,2147589742,abc123,"Sunday, August 30, 2020 11:54 AM "
152,2147553303,/discussion.aspx?g=posts&t=2147553303,Eating,14,2613,2147484334,Iris L.,"Wednesday, August 12, 2020 12:30 PM "
152,2147553625,/discussion.aspx?g=posts&t=2147553625,Been a Few Months,0,2167,2147723027,4D,"Monday, August 10, 2020 11:19 AM "
152,2147553575,/discussion.aspx?g=posts&t=2147553575,My Sister FTD,2,1571,2147648298,Lewshu,"Friday, August 7, 2020 3:45 PM "
152,2147509619,/discussion.aspx?g=posts&t=2147509619,Pineal gland Melatonin and Insomnia related to Alzheimer's,9,4927,2147523148,alz+,"Monday, August 3, 2020 2:47 PM "
152,2147553466,/discussion.aspx?g=posts&t=2147553466,[Registration OPEN!] 2020 National Alzheimer's Summit,0,1882,2147483942,Michael Ellenbogen,"Wednesday, July 29, 2020 7:40 AM "
152,2147553354,/discussion.aspx?g=posts&t=2147553354,New to this..,2,1833,2147745978,S2Me,"Monday, July 27, 2020 11:52 AM "
152,2147553360,/discussion.aspx?g=posts&t=2147553360,We all won for a better place to exchange our thoughts.,0,1747,2147483942,Michael Ellenbogen,"Thursday, July 23, 2020 6:03 AM "
152,2147553119,/discussion.aspx?g=posts&t=2147553119,"Next meeting of the Advisory Council on Alzheimer's Research, Care, and Services will be held on July 20, 2020 from 1:00pm to 5:00pm EST",2,1854,2147483942,Michael Ellenbogen,"Monday, July 20, 2020 12:01 PM "
152,2147553215,/discussion.aspx?g=posts&t=2147553215,Commission on Safety and Quality in Nursing Homes announcement,1,1741,2147483942,Michael Ellenbogen,"Sunday, July 19, 2020 12:50 AM "
152,2147553159,/discussion.aspx?g=posts&t=2147553159,"Invitation to AD PACE Virtual Plenary Sessions - Using Patient and Caregiver Data to Inform Drug Development and Access, July 16th - 17th",2,1730,2147483942,Michael Ellenbogen,"Thursday, July 16, 2020 11:03 AM "
152,2147552385,/discussion.aspx?g=posts&t=2147552385,Depression has overtaken my mom,7,2563,2147741513,Deedeeturner,"Friday, July 10, 2020 2:33 PM "
152,2147553065,/discussion.aspx?g=posts&t=2147553065,"NIA is hosting a 2020 Dementia Care, Caregiving, and Services Research Summit Virtual Meeting Series in Summer 2020.",2,1651,2147483942,Michael Ellenbogen,"Friday, July 10, 2020 9:01 AM "
152,2147553044,/discussion.aspx?g=posts&t=2147553044,I'm back for a little while,8,1887,2147484334,Iris L.,"Thursday, July 9, 2020 12:33 AM "
152,2147553074,/discussion.aspx?g=posts&t=2147553074,July 8th Workshop on Quality of Life for Individuals with Dementia: Preventing Elder Abuse and Fostering Living Well After a Dementia Diagnosis,1,1468,2147483942,Michael Ellenbogen,"Wednesday, July 8, 2020 7:51 AM "
152,2147553073,/discussion.aspx?g=posts&t=2147553073,"July 7th Workshop on Nursing Home, Hospice, and Palliative Care for Individuals with Later-Stage Dementia: Making Health Systems More Responsive",1,1365,2147483942,Michael Ellenbogen,"Wednesday, July 8, 2020 7:45 AM "
152,2147552879,/discussion.aspx?g=posts&t=2147552879,Need Advice,13,2178,2147744539,cicihep,"Saturday, July 4, 2020 12:41 PM "
152,2147553062,/discussion.aspx?g=posts&t=2147553062,The Neuroscience behind Financial Scams,1,1338,2147483942,Michael Ellenbogen,"Friday, July 3, 2020 9:01 AM "
152,2147552966,/discussion.aspx?g=posts&t=2147552966,Alzheimer’s Association pins,0,1539,2147483942,Michael Ellenbogen,"Thursday, June 25, 2020 8:38 AM "
152,2147552772,/discussion.aspx?g=posts&t=2147552772,Iris(8),15,2769,2147483942,Michael Ellenbogen,"Tuesday, June 23, 2020 12:28 AM "
152,2147552883,/discussion.aspx?g=posts&t=2147552883,Concerned about my mother [seeking advise and counsel],1,1693,2147744575,concerned son 1,"Wednesday, June 17, 2020 3:25 PM "
152,2147552653,/discussion.aspx?g=posts&t=2147552653,(Remade post) Need tip of mobile games promoting responce! navigational strategies for Hippocampus sparing AD variants,5,2106,2147648433,Kloppstock,"Tuesday, June 16, 2020 9:32 AM "
152,2147511990,/discussion.aspx?g=posts&t=2147511990,Using Cannabis Edibles,6,5863,2147523148,alz+,"Tuesday, June 16, 2020 5:42 AM "
152,2147552747,/discussion.aspx?g=posts&t=2147552747,Productive activities?,4,1964,2147743706,Kammerc2,"Wednesday, June 10, 2020 6:49 PM "
152,2147552765,/discussion.aspx?g=posts&t=2147552765,living alone with ALZ,4,1965,2147523148,alz+,"Saturday, June 6, 2020 4:39 PM "
152,2147552699,/discussion.aspx?g=posts&t=2147552699,Gone Six Months Today,3,1931,2147552631,garryinflorida,"Friday, June 5, 2020 8:19 AM "
152,2147552612,/discussion.aspx?g=posts&t=2147552612,Alzheimer’s heritability,5,2127,2147742850,Marcus1976,"Tuesday, May 26, 2020 4:09 PM "
152,2147552308,/discussion.aspx?g=posts&t=2147552308,Dead zone,21,2709,2147483942,Michael Ellenbogen,"Tuesday, May 26, 2020 9:51 AM "
152,2147552555,/discussion.aspx?g=posts&t=2147552555,Two bad experiences,12,2130,2147484334,Iris L.,"Monday, May 25, 2020 10:37 AM "
152,2147552620,/discussion.aspx?g=posts&t=2147552620,OT--Graduation Covid-19-style,2,1605,2147484334,Iris L.,"Sunday, May 24, 2020 7:13 PM "
152,2147552393,/discussion.aspx?g=posts&t=2147552393,Leaving a lot of work for others,15,2295,2147484334,Iris L.,"Friday, May 22, 2020 4:50 PM "
152,2147552373,/discussion.aspx?g=posts&t=2147552373,May Day,13,2181,2147484334,Iris L.,"Tuesday, May 19, 2020 11:40 AM "
152,2147552477,/discussion.aspx?g=posts&t=2147552477,Mild cognitive impairment(1),11,2238,2147718860,Monti00,"Thursday, May 14, 2020 4:30 PM "
152,2147551537,/discussion.aspx?g=posts&t=2147551537,Happy Wednesday!,9,2003,2147730209,Grandpa Brian,"Thursday, April 30, 2020 10:59 AM "
152,2147552218,/discussion.aspx?g=posts&t=2147552218,Falls,6,1847,2147608785,obrien4j,"Thursday, April 30, 2020 10:30 AM "
152,2147552310,/discussion.aspx?g=posts&t=2147552310,Tough couple of weeks,5,1665,2147730209,Grandpa Brian,"Wednesday, April 29, 2020 12:17 PM "
152,2147552263,/discussion.aspx?g=posts&t=2147552263,Course of Alzheimer’s,1,1730,2147724408,Amelillo99,"Saturday, April 25, 2020 7:05 AM "
152,2147551924,/discussion.aspx?g=posts&t=2147551924,Alzheimers Association Apology.,5,2332,2147483942,Michael Ellenbogen,"Thursday, April 23, 2020 12:56 PM "
152,2147529121,/discussion.aspx?g=posts&t=2147529121,Falls Prevention Awareness Day(1),4,3758,2147484334,Iris L.,"Tuesday, April 21, 2020 2:23 PM "
152,2147520839,/discussion.aspx?g=posts&t=2147520839,Falls Prevention Awareness Day,2,2725,2147484334,Iris L.,"Tuesday, April 21, 2020 2:21 PM "
152,2147552059,/discussion.aspx?g=posts&t=2147552059,Early Onset Alzheimers - kicked out of 2 memory care units,3,1859,2147740289,slynn1114,"Monday, April 20, 2020 9:31 AM "
152,2147552209,/discussion.aspx?g=posts&t=2147552209,Frequently Asked Questions During COVID-19: Association Blog Post,0,1634,10052,ALZConnected Moderator,"Monday, April 20, 2020 9:21 AM "
152,2147550795,/discussion.aspx?g=posts&t=2147550795,checking in,19,2928,2147523148,alz+,"Monday, April 20, 2020 8:16 AM "
152,2147552155,/discussion.aspx?g=posts&t=2147552155,AARP Coronavirus Tele-Town Hall is Today: Telehealth,0,1666,10052,ALZConnected Moderator,"Thursday, April 16, 2020 8:49 AM "
152,2147552143,/discussion.aspx?g=posts&t=2147552143,Round Two,0,1545,2147726238,runforthesun,"Wednesday, April 15, 2020 3:43 PM "
152,2147552104,/discussion.aspx?g=posts&t=2147552104,While I am use to being home most of the time.,3,1543,2147483942,Michael Ellenbogen,"Monday, April 13, 2020 11:15 PM "
152,2147552086,/discussion.aspx?g=posts&t=2147552086,Need help- to learn more,1,1383,2147740354,BatmanFan,"Saturday, April 11, 2020 2:56 PM "
152,2147551934,/discussion.aspx?g=posts&t=2147551934,Looking for Support Groups for Younger Onset,12,1871,2147739935,revheke,"Friday, April 10, 2020 4:53 PM "
152,2147552070,/discussion.aspx?g=posts&t=2147552070,AARP Coronavirus Tele-Town Hall (Thursdays),0,1465,10052,ALZConnected Moderator,"Friday, April 10, 2020 9:07 AM "
152,2147552055,/discussion.aspx?g=posts&t=2147552055,MedicAlert LIVE Healthy Hour_April 15,0,1449,10052,ALZConnected Moderator,"Thursday, April 9, 2020 1:02 PM "
152,2147552051,/discussion.aspx?g=posts&t=2147552051,Passover,0,1347,2147484074,jfkoc,"Thursday, April 9, 2020 10:14 AM "
152,2147552037,/discussion.aspx?g=posts&t=2147552037,Activities at Home,0,1353,10052,ALZConnected Moderator,"Wednesday, April 8, 2020 11:45 AM "
152,2147551970,/discussion.aspx?g=posts&t=2147551970,At risk for Alzheimer’s,6,1432,2147724408,Amelillo99,"Tuesday, April 7, 2020 3:26 PM "
152,2147551991,/discussion.aspx?g=posts&t=2147551991,Covid-19 Resources,0,1263,10052,ALZConnected Moderator,"Monday, April 6, 2020 5:12 PM "
152,2147551968,/discussion.aspx?g=posts&t=2147551968,"Help, don't know where to turn.",3,1292,2147740021,Pamela3340,"Sunday, April 5, 2020 8:19 PM "
152,2147551942,/discussion.aspx?g=posts&t=2147551942,Easy Stress-Busting Strategy #3: Guided Imagery,0,1162,10052,ALZConnected Moderator,"Friday, April 3, 2020 1:21 PM "
152,2147551917,/discussion.aspx?g=posts&t=2147551917,Do you ever wonder why the information you get from AA is always too late? AARP Coronavirus Tele-Town Hall.,0,1129,2147483942,Michael Ellenbogen,"Thursday, April 2, 2020 5:17 PM "
152,2147551912,/discussion.aspx?g=posts&t=2147551912,AARP Coronavirus Tele-Town Hall,0,1188,10052,ALZConnected Moderator,"Thursday, April 2, 2020 5:07 PM "
152,2147551901,/discussion.aspx?g=posts&t=2147551901,Creative Planning - The CARES Act Presentations and Updated Reference Guide,0,1145,2147483942,Michael Ellenbogen,"Thursday, April 2, 2020 8:49 AM "
152,2147551816,/discussion.aspx?g=posts&t=2147551816,FDA issues emergency authorization of anti-malaria drug for coronavirus care,3,1237,2147483942,Michael Ellenbogen,"Thursday, April 2, 2020 3:53 AM "
152,2147551891,/discussion.aspx?g=posts&t=2147551891,Census,0,1099,2147484334,Iris L.,"Wednesday, April 1, 2020 10:46 PM "
152,2147551797,/discussion.aspx?g=posts&t=2147551797,Handwashing,10,1354,2147484334,Iris L.,"Wednesday, April 1, 2020 8:49 PM "
152,2147551881,/discussion.aspx?g=posts&t=2147551881,Easy Stress-Busting Strategy #2,0,1155,10052,ALZConnected Moderator,"Wednesday, April 1, 2020 2:12 PM "
152,2147551858,/discussion.aspx?g=posts&t=2147551858,ALZHEIMER'S ASSOCIATION: Easy Stress-Busting Strategy #1,0,1179,10052,ALZConnected Moderator,"Wednesday, April 1, 2020 8:57 AM "
152,2147551820,/discussion.aspx?g=posts&t=2147551820,Coronavirus (COVID-19): Tips for Dementia Caregivers in Long-Term or Community-Based Settings,0,1119,2147483942,Michael Ellenbogen,"Monday, March 30, 2020 12:24 PM "
152,2147551822,/discussion.aspx?g=posts&t=2147551822,ASOCIACIÓN DE ALZHEIMER: 6 Consejos para aliviar el estrés durante la crisis del coronavirus,0,1095,10052,ALZConnected Moderator,"Monday, March 30, 2020 12:19 PM "
152,2147551812,/discussion.aspx?g=posts&t=2147551812,ALZHEIMER'S ASSOCIATION: 6 Tips to Relieve Stress during the Coronavirus crisis,0,1196,10052,ALZConnected Moderator,"Monday, March 30, 2020 9:53 AM "
152,2147550964,/discussion.aspx?g=posts&t=2147550964,46 yrs old and newly diagnosed,10,2373,2147735695,MissyC,"Saturday, March 28, 2020 5:09 PM "
152,2147551687,/discussion.aspx?g=posts&t=2147551687,Hazard ratio of Alzheimer’s,6,1357,2147718860,Monti00,"Thursday, March 26, 2020 6:24 PM "
152,2147551721,/discussion.aspx?g=posts&t=2147551721,ALZHEIMER'S ASSOCIATION: AARP Coronavirus Tele-Town Hall is Today,0,1157,10052,ALZConnected Moderator,"Thursday, March 26, 2020 11:43 AM "
152,2147551713,/discussion.aspx?g=posts&t=2147551713,FYI - Today only,0,1174,2147483942,Michael Ellenbogen,"Thursday, March 26, 2020 9:38 AM "
152,2147551685,/discussion.aspx?g=posts&t=2147551685,This is on NOW,0,1175,2147483942,Michael Ellenbogen,"Wednesday, March 25, 2020 1:07 PM "
152,2147551663,/discussion.aspx?g=posts&t=2147551663,Information you can trust and a safe place to connect,0,1235,10052,ALZConnected Moderator,"Tuesday, March 24, 2020 2:00 PM "
152,2147551421,/discussion.aspx?g=posts&t=2147551421,waiting for flu to arrive and preparations,11,1794,2147523148,alz+,"Wednesday, March 18, 2020 11:10 PM "
152,2147551467,/discussion.aspx?g=posts&t=2147551467,COVID-19 Coping Strategies,2,1361,2147628779,DebBry,"Tuesday, March 17, 2020 7:34 AM "
152,2147550927,/discussion.aspx?g=posts&t=2147550927,Maintaining my independence,2,1480,2147484334,Iris L.,"Sunday, March 15, 2020 11:42 AM "
152,2147551387,/discussion.aspx?g=posts&t=2147551387,Please let me know if you are anyone you know was impacted by this,9,1492,2147483942,Michael Ellenbogen,"Friday, March 13, 2020 10:43 PM "
152,2147551137,/discussion.aspx?g=posts&t=2147551137,I no longer have Alzhiemers,17,2063,2147730209,Grandpa Brian,"Monday, March 9, 2020 6:00 PM "
152,2147537376,/discussion.aspx?g=posts&t=2147537376,Has anyone here tried the The Bredesen Protocol™?,24,6608,2147483942,Michael Ellenbogen,"Monday, March 2, 2020 4:50 PM "
152,2147546652,/discussion.aspx?g=posts&t=2147546652,CBD OIL - Worth Reading Enclosed Link,4,2185,2147484236,Jo C.,"Friday, February 28, 2020 11:54 AM "
152,2147547543,/discussion.aspx?g=posts&t=2147547543,Support Chat for Children of EO Parents,4,2049,2147550814,BorovatzMa,"Thursday, February 27, 2020 6:35 AM "
152,2147551234,/discussion.aspx?g=posts&t=2147551234,BvFTD Stories,0,1333,2147735676,FindingHopeKD4,"Tuesday, February 25, 2020 10:30 PM "
152,2147551135,/discussion.aspx?g=posts&t=2147551135,Benzodiazepines and maybe CBD worsen dysphagia,2,1295,2147729134,looking4relief,"Tuesday, February 18, 2020 9:31 PM "
152,2147550288,/discussion.aspx?g=posts&t=2147550288,"POA Adjustment, Quality of Life for Mom, & Some Venting",3,2178,2147730861,YoungCaregiver96,"Tuesday, February 18, 2020 11:55 AM "
152,2147551119,/discussion.aspx?g=posts&t=2147551119,I do not have a natural family care partner...,0,1397,2147484334,Iris L.,"Sunday, February 16, 2020 7:20 PM "
152,2147551107,/discussion.aspx?g=posts&t=2147551107,Facts about eoad,1,1378,2147724408,Amelillo99,"Sunday, February 16, 2020 11:54 AM "
152,2147551078,/discussion.aspx?g=posts&t=2147551078,Happy Valentines to all!,2,1243,2147730209,Grandpa Brian,"Sunday, February 16, 2020 6:51 AM "
152,2147550985,/discussion.aspx?g=posts&t=2147550985,What I learned from YOAD role models,3,1603,2147484334,Iris L.,"Friday, February 14, 2020 11:56 AM "
152,2147551052,/discussion.aspx?g=posts&t=2147551052,What does everyone think about Noscapine treatment for Alzheimer's?,2,1329,2147736170,SarahAdams,"Thursday, February 13, 2020 6:55 PM "
152,2147551009,/discussion.aspx?g=posts&t=2147551009,What I learned from my virtual caregivers,6,1497,2147484334,Iris L.,"Tuesday, February 11, 2020 12:45 PM "
152,2147550978,/discussion.aspx?g=posts&t=2147550978,SPECT versus PET for getting FTD diagnosed?,3,1474,2147735676,FindingHopeKD4,"Saturday, February 8, 2020 9:04 AM "
152,2147550980,/discussion.aspx?g=posts&t=2147550980,FTD diagnosis(1),0,1288,2147484074,jfkoc,"Friday, February 7, 2020 6:35 PM "
152,2147550953,/discussion.aspx?g=posts&t=2147550953,FTD most common dementia under age 60,7,1475,2147484074,jfkoc,"Friday, February 7, 2020 6:31 PM "
152,2147550948,/discussion.aspx?g=posts&t=2147550948,Happy Slushy Day from Indiana!,3,1214,2147730209,Grandpa Brian,"Thursday, February 6, 2020 9:42 AM "
152,2147550173,/discussion.aspx?g=posts&t=2147550173,I need to get evaluated,7,2154,2147730054,RH909,"Thursday, February 6, 2020 8:35 AM "
152,2147550906,/discussion.aspx?g=posts&t=2147550906,"I am new here, trying to figure out how to get involved",7,1373,2147709166,Iamthebreadlady,"Wednesday, February 5, 2020 5:56 PM "
152,2147550619,/discussion.aspx?g=posts&t=2147550619,For those with dementia that may sleep to long,13,1839,2147483942,Michael Ellenbogen,"Wednesday, February 5, 2020 5:49 PM "
152,2147550879,/discussion.aspx?g=posts&t=2147550879,Eleven years on this site,13,1621,2147484334,Iris L.,"Tuesday, February 4, 2020 9:09 AM "
152,2147550854,/discussion.aspx?g=posts&t=2147550854,What is your favorite Super Bowl Snack!,10,1536,2147730209,Grandpa Brian,"Monday, February 3, 2020 7:11 AM "
152,2147550863,/discussion.aspx?g=posts&t=2147550863,Continuing the Fight,0,1344,2147726238,runforthesun,"Thursday, January 30, 2020 8:37 PM "
152,2147550490,/discussion.aspx?g=posts&t=2147550490,Newbie to posting but been lurking,3,1839,2147730211,Battlebuddy,"Thursday, January 30, 2020 11:39 AM "
152,2147550782,/discussion.aspx?g=posts&t=2147550782,How do you find a Neurologist for Early Onset?,5,1310,2147595378,Joy Michele,"Tuesday, January 28, 2020 8:39 PM "
152,2147547292,/discussion.aspx?g=posts&t=2147547292,"Vielight, DAVID SLM's: 40Hz Pulsed light and Sounds EASE symptoms",13,2005,2147702015,HowDoYouDeal,"Saturday, January 25, 2020 11:38 AM "
152,2147550780,/discussion.aspx?g=posts&t=2147550780,Partial loss of taste..,3,1166,2147729134,looking4relief,"Friday, January 24, 2020 2:16 PM "
152,2147550757,/discussion.aspx?g=posts&t=2147550757,"watch our member, Michael",4,1354,2147484074,jfkoc,"Friday, January 24, 2020 9:00 AM "
